,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Human Eval Google,Human Eval M2M
2027,1996,"fatigue of any grade was more common with enzalutamide than with standard care ( 465 patients and 363 patients , respectively ) .",enzalutamide 组出现任何级别的疲劳比标准治疗组更常见（分别为 465 名患者和 363 名患者）。,0.2857142857142857,"['standard', 'fatigue', 'grade', 'common', 'care', 'with', 'enzalutamide']","['standard', 'fatigue']",1996,['任何程度的疲劳比标准护理(465名患者和363名患者相应)更常见。'],0.4285714285714285,"['standard', 'fatigue', 'grade', 'common', 'care', 'with', 'enzalutamide']","['standard', 'fatigue', 'grade']",,
2028,1997,adverse events that occurred during the first 6 months among the patients who received early docetaxel treatment are shown in Table S8 in the Supplementary Appendix .,接受早期多西他赛治疗的患者在前 6 个月内发生的不良事件见补充附录表 S8。,0.3636363636363636,"['appendix', 'table', 'who', 'supplementary', 'early', 'adverse', 'treatment', 'docetaxel', 'that', 'in', 'first']","['table', 'early', 'treatment', 'docetaxel']",1997,"['在接受早期Docetaxel治疗的患者中,在第一个6个月内发生的副作用在附件中的S8表中显示。']",0.4545454545454545,"['appendix', 'table', 'who', 'supplementary', 'early', 'adverse', 'treatment', 'docetaxel', 'that', 'in', 'first']","['appendix', 'table', 'early', 'treatment', 'first']",,
2029,1998,the larger number of serious adverse events associated with enzalutamide was commensurate with the longer duration of trial treatment .,与恩杂鲁胺相关的大量严重不良事件与较长的试验治疗持续时间相称。,0.3333333333333333,"['adverse', 'associated', 'treatment', 'number', 'trial', 'duration', 'with', 'enzalutamide', 'serious']","['treatment', 'duration', 'enzalutamide']",1998,"['与Enzalutamide相关的严重副作用的数量较大,与试验治疗的长时间相匹配。']",0.2222222222222222,"['adverse', 'associated', 'treatment', 'number', 'trial', 'duration', 'with', 'enzalutamide', 'serious']","['treatment', 'number']",,
2030,1999,"all the patients received testosterone suppression , plus the addition of docetaxel when appropriate .",所有患者均接受睾酮抑制，并在适当时加用多西紫杉醇。,0.7142857142857143,"['suppression', 'testosterone', 'plus', 'addition', 'docetaxel', 'all', 'appropriate']","['suppression', 'testosterone', 'plus', 'addition', 'docetaxel']",1999,"['所有患者都接受了<unk>丸激素抑制,并在适当情况下添加Docetaxel。']",0.4285714285714285,"['suppression', 'testosterone', 'plus', 'addition', 'docetaxel', 'all', 'appropriate']","['suppression', 'plus', 'addition']",,
2031,2000,the control group in this trial was treated with standard antiandrogen therapy to provide a stringent comparator .,该试验中的对照组接受标准抗雄激素治疗以提供严格的比较。,0.5,"['group', 'standard', 'control', 'control group', 'therapy', 'stringent', 'trial', 'with', 'comparator', 'this']","['group', 'standard', 'control', 'control group', 'therapy']",2000,"['在此试验中,控制组用标准抗安德鲁素疗法进行治疗,以提供严格的比较。']",0.4,"['group', 'standard', 'control', 'control group', 'therapy', 'stringent', 'trial', 'with', 'comparator', 'this']","['group', 'standard', 'control', 'therapy']",,
2032,2001,the frequency of early docetaxel treatment was similar in the two groups .,两组早期多西他赛治疗的频率相似。,0.7142857142857143,"['frequency', 'early', 'treatment', 'docetaxel', 'in', 'two', 'similar']","['frequency', 'early', 'treatment', 'docetaxel', 'two']",2001,['早期Docetaxel治疗的频率在两组中是相似的。'],0.7142857142857143,"['frequency', 'early', 'treatment', 'docetaxel', 'in', 'two', 'similar']","['frequency', 'early', 'treatment', 'two', 'similar']",,
2033,2002,"thus , the observed benefits of early enzalutamide therapy are not explained by differences in access to or use of subsequent therapies .",因此，观察到的早期恩杂鲁胺治疗的益处不能用获得或使用后续治疗的差异来解释。,0.5555555555555556,"['access', 'early', 'therapy', 'thus', 'subsequent', 'enzalutamide', 'in', 'by', 'to']","['access', 'early', 'therapy', 'thus', 'enzalutamide']",2002,"['因此,早期内萨拉塔米德治疗的可观察的好处不被接入或使用后续治疗的差异解释。']",0.4444444444444444,"['access', 'early', 'therapy', 'thus', 'subsequent', 'enzalutamide', 'in', 'by', 'to']","['access', 'early', 'therapy', 'thus']",,
2034,2003,"we found that adding early enzalutamide to testosterone suppression was associated with a higher frequency of toxic effects , especially peripheral neuropathy associated with the concomitant use of docetaxel .",我们发现，在睾酮抑制的基础上早期加入恩杂鲁胺与更高频率的毒性作用相关，尤其是与同时使用多西紫杉醇相关的周围神经病变。,0.4666666666666667,"['suppression', 'testosterone', 'frequency', 'a', 'peripheral', 'toxic', 'neuropathy', 'early', 'concomitant', 'associated', 'with', 'docetaxel', 'enzalutamide', 'that', 'we']","['suppression', 'testosterone', 'frequency', 'neuropathy', 'early', 'docetaxel', 'enzalutamide']",2003,"['我们发现,早期添加<unk>素到<unk>丸激素抑制与毒性作用的频率较高有关,尤其是与同步使用Docetaxel相关的周边神经病。']",0.2666666666666666,"['suppression', 'testosterone', 'frequency', 'a', 'peripheral', 'toxic', 'neuropathy', 'early', 'concomitant', 'associated', 'with', 'docetaxel', 'enzalutamide', 'that', 'we']","['suppression', 'frequency', 'neuropathy', 'early']",,
2035,2004,patients who were treated with enzalutamide reported more fatigue and more often discontinued therapy before disease progression .,接受恩杂鲁胺治疗的患者报告更容易疲劳，并且更常在疾病进展前停止治疗。,0.6666666666666666,"['disease', 'who', 'fatigue', 'therapy', 'progression', 'with', 'enzalutamide', 'before', 'and']","['disease', 'fatigue', 'therapy', 'progression', 'enzalutamide', 'before']",2004,['接受Enzalutamide治疗的患者在疾病进展前得到了更多的疲劳和更频繁的停止治疗。'],0.5555555555555556,"['disease', 'who', 'fatigue', 'therapy', 'progression', 'with', 'enzalutamide', 'before', 'and']","['disease', 'fatigue', 'therapy', 'progression', 'before']",,
2036,2005,"seven patients ( 1 % ) in this group had seizures , a known potential side effect of enzalutamide .",该组中有 7 名患者 (1%) 出现癫痫发作，这是 enzalutamide 已知的潜在副作用。,0.5555555555555556,"['group', 'side effect', 'a', '1', 'potential', 'enzalutamide', 'this', 'in', 'seizures']","['group', 'side effect', '1', 'this', 'seizures']",2005,"['七名患者(1%)在这个群体中患有麻疹,已知的潜在副作用Enzalutamide。']",0.3333333333333333,"['group', 'side effect', 'a', '1', 'potential', 'enzalutamide', 'this', 'in', 'seizures']","['group', 'side effect', '1']",,
2037,2006,the effect of enzalutamide on overall survival appeared to be smaller in the subgroup with early docetaxel treatment .,在接受早期多西他赛治疗的亚组中，恩杂鲁胺对总生存期的影响似乎较小。,0.5,"['survival', 'early', 'be', 'treatment', 'effect', 'subgroup', 'with', 'docetaxel', 'enzalutamide', 'on', 'in', 'to']","['survival', 'early', 'be', 'treatment', 'docetaxel', 'enzalutamide']",2006,['Enzalutamide 对整体生存的影响似乎在早期 docetaxel 治疗的子群中较小。'],0.4166666666666667,"['survival', 'early', 'be', 'treatment', 'effect', 'subgroup', 'with', 'docetaxel', 'enzalutamide', 'on', 'in', 'to']","['survival', 'early', 'be', 'treatment', 'subgroup']",,
2038,2007,"however , this trial was neither designed nor powered to reliably analyze the results in this subgroup .",然而，该试验既没有设计也没有动力可靠地分析该亚组的结果。,0.1666666666666666,"['trial', 'subgroup', 'analyze', 'this', 'in', 'to']",['analyze'],2007,"['然而,这项试验并未被设计或授权可靠地分析该子组的结果。']",0.1666666666666666,"['trial', 'subgroup', 'analyze', 'this', 'in', 'to']",['analyze'],,
2039,2008,our current data support the claim that early enzalutamide prolongs survival within 3 years in the entire trial population but provide limited support that it prolongs overall survival within 3 years in patients who received early docetaxel treatment .,我们目前的数据支持早期恩杂鲁胺可在整个试验人群中延长 3 年内生存期的说法，但对接受早期多西他赛治疗的患者在 3 年内延长总生存期提供的支持有限。,0.5294117647058824,"['population', 'support', 'data', 'who', 'survival', 'early', 'treatment', 'trial', 'claim', '3', 'current', 'docetaxel', 'enzalutamide', 'limited', 'that', 'in', 'but']","['population', 'support', 'data', 'survival', 'early', 'treatment', 'docetaxel', 'enzalutamide', 'but']",2008,"['目前的数据支持早期酵素在整个试验人口中延长生存3年,但提供有限的支持,在接受早期Docetaxel治疗的患者中延长总生存3年。']",0.4705882352941176,"['population', 'support', 'data', 'who', 'survival', 'early', 'treatment', 'trial', 'claim', '3', 'current', 'docetaxel', 'enzalutamide', 'limited', 'that', 'in', 'but']","['population', 'support', 'data', 'survival', 'early', 'treatment', 'limited', 'but']",,
2040,2009,the main limitations of this trial are consequences of the detection of evidence of benefit at the first planned interim analysis .,该试验的主要局限性是在第一次计划的中期分析中检测获益证据的结果。,0.625,"['detection', 'analysis', 'trial', 'evidence', 'benefit', 'at', 'this', 'first']","['detection', 'analysis', 'evidence', 'this', 'first']",2009,['本审查的主要限制是第一次计划的临时分析中发现利润证据的后果。'],0.625,"['detection', 'analysis', 'trial', 'evidence', 'benefit', 'at', 'this', 'first']","['analysis', 'evidence', 'benefit', 'this', 'first']",,
2041,2010,this early analysis may have overestimated the eventual treatment benefit.20,这种早期分析可能高估了最终的治疗益处。 20,0.5,"['analysis', 'early', 'treatment', 'eventual', 'have', 'this']","['analysis', 'early', 'treatment']",2010,['这种早期分析可能过度估计了可能的治疗好处。'],0.5,"['analysis', 'early', 'treatment', 'eventual', 'have', 'this']","['analysis', 'early', 'treatment']",,
2042,2011,"there was no central review of actual imaging , but this factor would have no effect on the rate of death , the primary end point .",没有对实际成像进行集中审查，但这个因素对主要终点死亡率没有影响。,0.4375,"['factor', 'rate', 'review', 'death', 'actual', 'central', 'primary', 'no', 'effect', 'end', 'point', 'on', 'imaging', 'have', 'this', 'but']","['factor', 'rate', 'review', 'death', 'point', 'have', 'but']",2011,"['没有真正的图像的中央审查,但这个因素不会影响死亡率,主要的终点。']",0.5,"['factor', 'rate', 'review', 'death', 'actual', 'central', 'primary', 'no', 'effect', 'end', 'point', 'on', 'imaging', 'have', 'this', 'but']","['factor', 'rate', 'review', 'death', 'primary', 'point', 'have', 'but']",,
2043,2012,"however , enzalutamide was associated with some additional toxic effects , including fatigue and a small risk of seizures .",然而，enzalutamide 与一些额外的毒性作用有关，包括疲劳和癫痫发作的小风险。,0.5,"['a', 'fatigue', 'toxic', 'associated', 'risk', 'additional', 'with', 'enzalutamide', 'and', 'seizures']","['fatigue', 'risk', 'additional', 'and', 'seizures']",2012,"['然而,Enzalutamide与一些额外的毒性作用有关,包括疲劳和小损伤的风险。']",0.4,"['a', 'fatigue', 'toxic', 'associated', 'risk', 'additional', 'with', 'enzalutamide', 'and', 'seizures']","['fatigue', 'risk', 'additional', 'and']",,
2044,2013,"supported by Astellas Scientific and Medical Affairs , a grant ( 704970 ) from the Canadian Cancer Society , the Support for Cancer Clinical Trials Program of Cancer Australia , and a practitioner fellowship ( APP1102604 ) and program grants ( 1037786 and 1150467 ) from the National Health and Medical Research Council of the Australian Government Department of Health .",由 Astellas 科学和医疗事务部、加拿大癌症协会的赠款 ( 704970 ) 、澳大利亚癌症协会的癌症临床试验支持项目以及国家卫生和健康中心的从业者奖学金 ( APP1102604 ) 和项目赠款 ( 1037786 和 1150467 ) 支持澳大利亚政府卫生部医学研究委员会。,0.5294117647058824,"['a', 'cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'medical', 'scientific', 'society', 'clinical', 'grant', 'government', 'practitioner', 'by', 'and']","['cancer', 'support', 'australia', 'research', 'health', 'department', 'society', 'clinical', 'by']",2013,"['由Astellas科学和医疗事务支持,加拿大癌症协会的奖学金(704970),澳大利亚癌症临床试验计划的支持,以及澳大利亚政府卫生部国家卫生和医学研究委员会的实习生协会(APP1102604)和计划奖学金(1037786和1150467)。']",0.5882352941176471,"['a', 'cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'medical', 'scientific', 'society', 'clinical', 'grant', 'government', 'practitioner', 'by', 'and']","['cancer', 'support', 'australia', 'research', 'program', 'health', 'department', 'society', 'clinical', 'by']",,
