English,Chinese
"the sponsor , investigators , trial staff participating in patient care or clinical evaluations , and patients were unaware of the group assignments .",['赞助商、调查人员、参与患者护理或临床评估的试验人员以及患者对组任务无意识。']
designated staff members who prepared the trial drugs had knowledge of the group assignments .,['编制试验药物的指定人员对组任务有了解。']
"levofloxacin ( 500 mg once daily ) was the preferred oral agent , but other agents were permitted if levofloxacin was contraindicated .","['levofloxacin(每日500毫克)是口服最受欢迎的药物,但如果 levofloxacin 被禁止使用,则允许使用其他药物。']"
therapeutic drug monitoring was not implemented .,['治疗药物监测没有实施。']
isolate and susceptibility testing were conducted at a central laboratory ( JMI Laboratories ) .,['隔离和敏感性测试在一个中央实验室(JMI实验室)进行。']
microbiologic eradication was defined as a reduction in the baseline uropathogen from 105 CFU or more per milliliter to less than 104 CFU per milliliter .,"['微生物灭绝被定义为基因 uropathogen 的减少,从每毫升105 CFU或以上到每毫升104 CFU以下。']"
definitions of efficacy end points are provided in Table S2 in the Supplementary Appendix .,['效率终点的定义在附件 S2 表中提供。']
safety analyses included assessments of adverse events and laboratory values .,['安全分析包括对不良事件和实验室值的评估。']
"decreased renal function was prespecified as an increase in the serum creatinine level of 0.5 mg or more per deciliter ( ≥ 40 μmol per liter ) above baseline at any time during the trial.22,23",['肾功能下降被预定为血清创造素水平在试验期间随时超过基线的 0.5 毫克或以上(每升 ≥ 40 μmol )。']
no corrections for multiple comparisons were performed .,['没有进行多次比较的纠正。']
the confidence intervals for the other assessments are provided for descriptive purposes and have also not been corrected for multiple comparisons .,"['对其他评估的信任间隔是为描述目的提供的,并且对于多次比较也没有得到纠正。']"
details regarding patient disposition are provided in Figure S1 in the Supplementary Appendix .,['有关病人姿势的详细信息在附件中的S1图中提供。']
"baseline characteristics were balanced between the treatment groups ( Table 1 , and Table S3 in the Supplementary Appendix ) .",['基因特征在治疗组之间均衡(附件中的表1和表S3)。']
"the mean age was 59.4 years , and 72.2 % of patients had impaired renal function .","['平均年龄为59.4 年,72.2%的患者患有肾功能障碍。']"
"there were more patients with complicated UTIs than with acute pyelonephritis ( 58.2 % vs. 41.8 % ) , and 13.1 % of patients had an indwelling urinary catheter .","['患有复杂的UTI的患者比患有急性皮埃洛尼弗里特患者多(58.2%与41.8%),患者中有13.1%的尿液催化剂。']"
the mean duration of intravenous therapy was 5.5 days in each group ; the mean duration of intravenous plus oral therapy was 9.2 days in the plazomicin group and 8.9 days in the meropenem group .,"['每個群體中,內血療法的平均持續時間為 5.5 天;每個群體中,內血療法的平均持續時間為 9.2 天在 plazomicin 群體和 8.9 天在 meropenem 群體。']"
"of the 154 patients with a uropathogen at baseline that was not susceptible to levofloxacin , 59 received oral levofloxacin ( 27 patients in the plazomicin group and 32 in the meropenem group ) .","['在154名患有基因不受levofloxacin的病人中,59人接受了口服levofloxacin(27名患有plazomicin群体,32名患有meropenem群体)。']"
a total of 60 % of the patients who had a uropathogen that was not susceptible to levofloxacin received the maximum 7 days of intravenous therapy .,['总共有60%的患有不易受levofloxacin的尿病物质的患者接受了最多7天的内分泌治疗。']
"the most common uropathogen was Escherichia coli , followed by Klebsiella pneumoniae .","['最常见的病原体是Escherichia coli,其次是Klebsiella pneumoniae。']"
MICs for plazomicin and meropenem among baseline uropathogens are provided in Table S4 in the Supplementary Appendix .,['基因 uropathogens 中的 plazomicin 和 meropenem 的 MIC 在附加附件中的 S4 表中提供。']
plazomicin was noninferior to meropenem with respect to the primary efficacy end points ( Table 2 ) .,"['对于初级有效性终点(图2)而言,plazomicin不低于meropenem。']"
"in addition , a higher percentage of patients in the plazomicin group than in the meropenem group were found to have microbiologic eradication of Enterobacteriaceae that were not susceptible to other aminoglycosides ( 78.8 % vs. 68.6 % ) ( Table 3 ) .","['除此之外,比梅罗佩内姆群体患者的百分比更高,患有不对其他氨基酸敏感的Enterobacteriaceae的微生物灭绝(78.8 % vs. 68.6 % )(图3)。']"
"the most frequent adverse events in the plazomicin group were diarrhea , hypertension , headache , nausea , vomiting , and hypotension ( Table 4 ) .",['普拉佐米辛群体中最常见的副作用是腹泻、高血压、头痛、恶心、呕吐和低血压(图4)。']
adverse events associated with a decline in renal function occurred in 11 of 303 patients ( 3.6 % ) in the plazomicin group and in 4 of 301 patients ( 1.3 % ) in the meropenem group .,['与肾功能下降相关的副作用发生在303名患者(3.6%)中11人(301名患者(1.3%)中。']
potentially ototoxic events were identified in 2 patients ( 1 in each group ) .,['潜在的自闭症事件在2名患者(每个群体1名)中被确定。']
serious adverse events were reported in 1.7 % of patients in each treatment group ( Table S8 in the Supplementary Appendix ) .,"['在每个治疗组的患者中,有1.7%的患者报告了严重的副作用(附件中的S8表)。']"
"during the trial , 21 of 300 patients ( 7.0 % ) in the plazomicin group and 12 of 297 patients ( 4.0 % ) in the meropenem group had an increase in serum creatinine level of 0.5 mg or more per deciliter above the baseline level ( Table 4 , and Table S9 in the Supplementary Appendix ) .","['在研究期间,血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清血清']"
"of these , the increase occurred after completion of intravenous therapy in 10 of 300 patients ( 3.3 % ) in the plazomicin group and in 3 of 297 patients ( 1.0 % ) in the meropenem group ; of the 10 patients in the plazomicin group who had serum creatinine increases after completion of intravenous therapy , 9 had had moderate renal impairment at baseline .","['其中,在血管内治疗完成后发生的增加,在血管内治疗完成后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加,在血管内治疗结束后发生的增加。']"
