English,Chinese
"adults 18 to 85 years of age were eligible for inclusion in the trial if they had moderately to severely active ulcerative colitis , defined as a total score of 6 to 12 on the Mayo scale8 ( total Mayo scores range from 0 to 12 , with higher scores indicating more severe disease ) and a subscore of at least 2 on the endoscopic component of the Mayo scale ( subscores on each of the four components of the Mayo scale range from 0 to 3 ) ; colonic involvement of at least 15 cm ; and had a confirmed diagnosis of ulcerative colitis at least 3 months before screening .",成人18至85岁之间如果他们有中度至重度的活动性溃疡性结肠炎，可以纳入试验，这是指马氏评分8中总分为6至12（总马氏评分范围为0至12，分数越高表明疾病严重程度越高），并且内镜检查部分的子评分至少为2（马氏评分的四个组成部分的子评分分别为0至3）；结肠侵犯至少15厘米；并且在筛查前至少3个月内确诊患有溃疡性结肠炎。
patients who had not previously used a TNF inhibitor and had no response or loss of response to conventional treatments were eligible .,"patients who had not previously used a TNF inhibitor and had no response or loss of response to conventional treatments were eligible .

Chinese:

未使用过TNF抑制剂，对常规治疗无反应或失去反应的患者符合条件。"
"patients who had discontinued treatment with a TNF inhibitor ( except adalimumab ) because of documented reasons other than safety were also eligible , with enrollment capped at 25 % .","Patients who had discontinued treatment with a TNF inhibitor (except adalimumab) for documented reasons other than safety were also eligible, with enrollment capped at 25%."
all patients had not previously received vedolizumab .,"all patients had not previously received vedolizumab .

Chinese:
所有的病人以前都没有接受过vedolizumab。"
screening ASSESSMENTS,"screening ASSESSMENTS

Chinese:
筛查评估"
"screening assessments included a physical examination , endoscopy ( findings were read at a central location ) , the total Mayo score , blood and stool tests , tuberculosis screening , the score on the Inflammatory Bowel Disease Questionnaire ( IBDQ ; scores range from 32 to 224 , with higher scores indicating a better quality of life ) , 9 and a questionnaire to identify possible symptoms of progressive multifocal leukoencephalopathy .",筛查包括体检、内镜检查（结果在中心地点读取）、总的梅纳得分、血液和粪便测试、结核筛查、炎症肠病问卷（IBDQ评分范围为32到224，分数越高表明生活质量越好），9和一个确定可能症状的问卷进行脑膜白质萎缩病进展。
"patients who were assigned to the vedolizumab group received intravenous infusions of 300 mg of vedolizumab on day 1 and at weeks 2 , 6 , 14 , 22 , 30 , 38 , and 46 plus subcutaneous injections of placebo on day 1 ( four injections ) , at week 2 ( two injections ) , and every 2 weeks thereafter ( single injections ) until week 50 .",给予vedolizumab组的患者当天给予300mg的vedolizumab输注，每隔2周给予4次，第2周给予2次，此后每周给予1次，直到第50周。
dose escalation was not permitted in either treatment group .,在两组治疗中都不允许加量。
"among the patients who were receiving an oral corticosteroid at baseline , the dose must have been stable ( ≤ 30 mg per day of prednisone or equivalent ) for at least 2 weeks before the first dose of a trial drug .",在开始服用口服类固醇药物的患者中，剂量必须稳定（≤30毫克每天的肾上腺皮质醇或等效剂量）至少2周，然后才能开始服用试验药物。
"the corticosteroid dose remained unaltered through week 6 of the trial , and after week 6 , the dose was tapered intermittently if the patient had a response .",在整个试验的6周内，皮质醇剂量保持不变，6周后，如果患者有反应，则剂量会间歇性下降。
patients who had a loss of response during the tapering period were permitted to receive the baseline corticosteroid dose one time only before tapering was restarted .,"Patients who had a loss of response during the tapering period were permitted to receive the baseline corticosteroid dose one time only before tapering was restarted.

Chinese:

在逐渐减少期间对病人失去反应的许可仅在重新开始逐渐减少前仅接受基线皮质激素剂量。"
"in accordance with the protocol , patients in whom the corticosteroid dose could not be tapered were withdrawn from the trial and were considered to have treatment failures with respect to each of the outcomes .",根据协议，那些无法削减糖皮质激素剂量的病人被从试验中撤出，并被认为在每一个结果方面都失败了治疗。
patients who were not receiving corticosteroids at baseline but who initiated corticosteroid treatment during the trial were withdrawn because of lack of efficacy .,Patients who were not receiving corticosteroids at baseline but who initiated corticosteroid treatment during the trial were withdrawn because of lack of efficacy.
patients who were receiving an aminosalicylate or an immunomodulator at baseline maintained stable doses throughout the trial .,"Patients who were receiving an aminosalicylate or an immunomodulator at baseline maintained stable doses throughout the trial.

Chinese:

在本次试验中，起始时接受氨基苯甲酸盐或免疫调节剂治疗的患者维持稳定剂量。"
"adverse events ( classified according to the Medical Dictionary for Regulatory Activities , version 21.0 ) , results of laboratory tests and safety assessments , and concomitant medications were recorded throughout the trial .","adverse events ( classified according to the Medical Dictionary for Regulatory Activities , version 21.0 ) , results of laboratory tests and safety assessments , and concomitant medications were recorded throughout the trial .

Chinese:
药物不良反应（根据医学药典注册活动版本21.0分类），实验室测试结果和安全评估结果以及与之同时使用的药物在整个试验期间均有记录。"
"the total Mayo score was calculated at weeks 14 and 52 , when endoscopy was performed .",总的Mayo得分是在14周和52周进行内镜检查时计算的。
"measurements of the fecal calprotectin level were performed at weeks 14 , 30 , and 52 .",在14、30和52周时对粪便钙保护蛋白水平进行了测量。
IBDQ assessments were performed at weeks 30 and 52 .,"IBDQ assessments were performed at weeks 30 and 52.

Chinese:

IBDQ评估在第30和第52周进行。"
the trial sponsor ( Takeda ) designed the trial in conjunction with the principal academic investigators and provided the trial drugs and placebo .,試驗贊助商（譯音：泰克達）與主要學術研究人員共同設計了試驗，並提供了試驗藥物和安慰劑。
"a clinical research organization ( IQVIA ) , funded by the sponsor , managed all the collection of the data , maintained the trial database in a blinded manner , and performed the data analyses .",一个临床研究组织（IQVIA），由赞助商资助，管理所有数据的收集，以盲目方式维护试验数据库，并进行数据分析。
"the trial investigators , the participating institutions , the clinical research organization , and the sponsor agreed to maintain data confidentiality .",试验的调查人员、参与机构、临床研究组织和赞助商都同意保密数据。
the initial draft of the manuscript was written by one of the authors employed by the sponsor in collaboration with the first and last authors .,第一个草稿是由赞助商雇佣的一个作者与第一作者和最后一作者共同完成的。
"a medical writer , funded by the sponsor , assisted with the preparation of subsequent drafts .",一位医疗作家，由赞助商资助，协助准备后续草稿。
"all the authors interpreted the data , contributed to subsequent drafts , and made the decision to submit the manuscript for publication .",所有作者都对数据进行了解读，对随后的草稿做出了贡献，并决定将手稿提交给出版社。
the academic authors had access to the data and vouch for the accuracy and completeness of the data and for the fidelity of the trial to the protocol .,学术作者们有权访问数据，并且能够保证数据的准确性和完整性，以及实验的忠实性。
we performed a prespecified sensitivity analysis of the primary efficacy outcome that used a hybrid imputation approach to assess the effect of discontinuation under different missing data mechanisms .,我们对主要疗效指标进行了预先确定的敏感性分析，使用混合插补方法来评估在不同的失踪数据机制下停止的影响。
"first , under the assumption that data were not missing at random , missing data for patients who discontinued vedolizumab or adalimumab because of an adverse event or lack of efficacy were imputed as nonresponses .","首先，假设数据并非随机缺失，将因不良事件或疗效不佳而终止使用vedolizumab或adalimumab的患者的缺失数据插补为非反应者。

Chinese:
首先，在数据并非随机缺失的假设下，将因不良事件或疗效不佳而终止使用vedolizumab或adalimumab的患者的缺失数据插补为非反应者。"
