,English,Chinese,Reference,BLEU,Dictionary Accuracy
1916,the trial protocol ( available at NEJM.org ) was approved by the National Cancer Institute ( NCI ) central institutional review board and local institutional review boards as required by participating institutions .,['试验协议(在NEJM.org上可用)由国家癌症研究所(NCI)中央机构审查委员会和当地机构审查委员会根据参与机构的要求批准。'],"按照 参与 本 试验 的 各 机构 的 要求 , 试验 方案 ( 可 在 NEJM . org 获取 ) 获得 了 国立 癌症 研究所 ( NCI ) 中央 机构 审查 委员会 和 当地 机构 审查 委员会 批准 .",0.5436651986590516,0.8333333333333334
1917,the trial was conducted in accordance with the principles of the Declaration of Helsinki .,['审判按照赫尔辛基宣言的原则进行。'],本 试验 按照 《 赫尔辛基 宣言 》 原则 进行 .,0.17321611050147637,1.0
1918,the trial was conducted in accordance with the principles of the Declaration of Helsinki .,['审判按照赫尔辛基宣言的原则进行。'],本 试验 是 根据 《 赫尔辛基 宣言 》 的 原则 开展 .,0.1623111863329198,1.0
1919,the trial was conducted in accordance with the principles of the Declaration of Helsinki .,['审判按照赫尔辛基宣言的原则进行。'],本 试验 按照 《 赫尔辛基 宣言 》 原则 进行 .,0.17321611050147637,1.0
1920,the trial was conducted in accordance with the principles of the Declaration of Helsinki .,['审判按照赫尔辛基宣言的原则进行。'],本 试验 是 根据 《 赫尔辛基 宣言 》 的 原则 开展 .,0.1623111863329198,1.0
1921,the authors reviewed and approved the manuscript for submission for publication and vouch for the accuracy and completeness of the data and for the adherence of the trial to the protocol .,"['作者审查并批准了手稿提交出版,并为数据的准确性和完整性以及审判对议定书的遵守。']","作者 审阅 了 文稿 并 同意 投稿 , 并且 保证数据 的 准确性 和 完整性 , 以及 试验 对 方案 的 依从性 .",0.19367288764038665,0.7777777777777778
1922,ibrutinib was provided by Pharmacyclics ( a subsidiary of AbbVie ) under a cooperative research and development agreement with the NCI .,['ibrutinib 由 Pharmacyclics ( AbbVie 的子公司 ) 在与 NCI 的合作研究和开发协议下提供。'],伊布 替尼由 Pharmacyclics ( 艾伯维 的 一家子 公司 ) 按照 与 NCI 的 合作 研究 和 开发 协议 提供 .,0.42477128278451676,0.4333333333333333
1923,patients who were randomly assigned to the chemoimmunotherapy group received six cycles of intravenous fludarabine ( at a dose of 25 mg per square meter ) and cyclophosphamide ( 250 mg per square meter ) on days 1 through 3 with rituximab ( 50 mg per square meter on day 1 of cycle 1 ; 325 mg per square meter on day 2 of cycle 1 ; and 500 mg per square meter on day 1 of cycles 2 through 6 ) every 28 days .,['随机分配给化免疫治疗组的患者在1至3天内接受了6个 intravenous fludarabine(每平方米25毫克的剂量)和cyclophosphamide(每平方米250毫克)的周期(每周1周1周50毫克每平方米325毫克每平方米1周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周2周'],"被 随机 分配 至 化学 免疫 疗法 组 的 患者 接受 了 6 个 周期 的 氟 达拉 滨 ( 剂量 为 25 mg / m2 ) 和 环磷酰胺 ( 剂量 为 250 mg / m2 ) 静脉 给 药 治疗 ( 在 第 1 ~ 3 日 给 药 ) , 以及 利妥 昔 单抗 治疗 ( 在 第 1 周期 的 第 1 日 , 50 mg / m2 体表 面积 ; 在 第 1 周期 的 第 2 日 , 325 mg / m2 ; 在 第 2 ~ 6 周期 的 第 1 日 , 500 mg / m2 ) ; 每个 周期 为 28 日 .",0.10866682557710092,0.6959247648902821
1924,"full treatment information , including instructions regarding dose delays and modifications , is provided in the Supplementary Appendix .","['完整的治疗信息,包括关于剂量延迟和修改的指示,在附件中提供。']",完整 治疗 信息 ( 包括 有关 推迟 给 药 和 剂量 调整 的 说明 ) 见 补充 附录 .,0.12397211472231726,0.8333333333333333
1925,all patients received allopurinol ( 300 mg orally once daily ) on days 1 through 14 of cycle 1 .,['所有患者在周期1日至14日服用阿洛普林(每日一次口服服300毫克)。'],"在 第 1 周期 的 第 1 ~ 14 日 , 所有 患者 均 接受 了 别嘌呤醇 治疗 ( 口服 , 每日 1 次 , 每次 300 mg ) .",0.11891008532397136,1.0
1926,growth factor support was permitted per guidelines of the American Society of Clinical Oncology ( see the Supplementary Appendix ) .18,"['根据美国临床肿瘤学会(参见补充附件)的指导方针,增长因素支持被允许。']","按照 美国 临床 肿瘤 学会 ( American Society of Clinical Oncology ) 指南 , 本 试验 允许 患者 接受 生长因子 支持 治疗 ( 见 补充 附录 ) 18 .",0.20598660275927877,0.9166666666666666
1927,assessments OF SAFETY AND RESPONSE,['安全与响应评估'],安全性 和 应答 评估,0.10008711836415331,
1928,"all adverse events were graded according to the NCI Common Toxicity Criteria , version 4 .","['所有不良事件都按 NCI 常见毒性标准,版本 4 进行分类。']",所有 不良 事件 均 依照 NCI 《 通用 毒性 标准 》 第 4 版 进行 分级 .,0.18601234685782922,0.4666666666666667
1929,"for the purposes of dose modification , adverse events involving platelet count and hemoglobin level were graded according to the IWCLL CLL Working Group grading scale ( see the Supplementary Appendix ) .16","['对于剂量调整的目的,包括平板细胞计算和血球水平的副作用根据 IWCLL CLL 工作组评级规模进行评级(参见附件)。']","为了 剂量 调整 之 目的 , 有关 血小板 计数 和 血红蛋白 水平 的 不良 事件 按照 IWCLL CLL 工作组 分级 标准 ( 见 补充 附录 ) 进行 分级 16 .",0.16991291585111218,0.4930555555555556
1930,responses were graded according to the 2008 IWCLL Working Group criteria that were in effect at the start of the trial16 along with the 2018 modification that included the category of complete response with incomplete bone marrow recovery19 ( see the Supplementary Appendix ) .,"['答案根据2008 IWCLL 工作组的标准进行评级,该标准在审查开始时有效16 以及2018 年修正案,该修正案包括未完成骨髓恢复的完整答案类别19(参见附件)。']","按照 本 试验 开始 时 有效 的 2008 年 IWCLL 工作组 标准 16 和 2018 年 修订版 19 ( 纳入 了 骨髓 不 完全恢复 的 完全缓解 这一 分类 , 见 补充 附录 ) 对 应答 进行 分级 .",0.1560867875574698,0.5151515151515151
1931,"bone marrow biopsies were performed at enrollment and at 12 months to assess response , with central review by an expert hematopathologist ( see the Supplementary Appendix ) .","['骨<unk>生物检测是在注册和12个月进行,以评估反应,由专家血病学家进行中心审查(参见补充附件)。']","我们 在 患者 纳入 试验 和 12 个 月 时 进行 了 骨髓 活检 , 以 评估 应答 情况 , 并 由 血液 病理学 专家 进行 了 集中 审核 ( 见 补充 附录 ) .",0.2012085799230369,0.8333333333333333
1932,"computed tomographic ( CT ) scans of the chest , abdomen , and pelvis were performed in all patients at enrollment and at the evaluation for response at 12 months .",['乳房、腹部和阴道的计算 tomographic (CT ) 扫描在所有患者在注册和评估时进行12个月的回应。'],"我们 在 患者 纳入 试验 和 12 个 月 评估 应答 情况 时 对 所有人 进行 了 胸部 , 腹部 和 盆腔 计算机 断层 成像 ( CT ) 扫描 .",0.22561493786337958,0.3434065934065934
1933,patients alive without documented progression had their data censored at the last disease assessment .,['未经记录进展的患者在最后一次疾病评估中审查了他们的数据。'],"在 最后 一次 疾病 评估 时 , 将 未记录 到 进展 的 存活 患者 的 数据 删失 .",0.30710812828209083,0.8
1934,futility rules for harm and inefficacy were included ( see the Supplementary Appendix ) .,['对损害和无效的无效性规则被列入(参见附件)。'],分析 中 纳入 了 有害 和 无效 ( inefficacy ) 的 无效 ( futility ) 规则 ( 见 补充 附录 ) .,0.12573259794329814,0.8888888888888888
1935,patients who were alive had their data censored at the last date of contact .,['活着的病人在接触的最后一天被审查了他们的数据。'],"在 最后 一次 联系 日期 , 将 存活 患者 的 数据 删失 .",0.11565457695889199,0.5
1936,descriptive statistics were used to summarize the characteristics of the patients .,['描述性统计被用来总结患者的特点。'],利用 描述性 统计 量 总结 患者 特征 .,0.15482447914676226,0.9
1937,"from March 2014 through June 2016 , the trial enrolled 529 patients ( Table 1 ) .","['截至2014年3月至2016年6月,该研究注册了529名患者(表1)。']","从 2014 年 3 月 至 2016 年 6 月 , 本 试验 纳入 了 529 例 患者 ( 表 1 ) .",0.5778528986346615,0.5
1938,the mean number of treatment cycles among all the patients in the chemoimmunotherapy group who started therapy was five ; 67.1 % of these patients ( 106 of 158 patients ) received six cycles .,"['開始治療的化免疫療法群體的所有患者中,治療周期的平均數量為五個;這些患者中有67.1%(106人中有158人)接受了六個周期。']","在 开始 接受 治疗 的 化学 免疫 疗法 组 所有 患者 中 , 治疗 周期 的 平均 数量 为 5 ; 其中 67.1% ( 158 例 患者 中 的 106 例 ) 接受 了 6 个 周期 治疗 .",0.2249934919676372,0.5277777777777778
1939,all adverse events of grade 3 or higher that were reported in more than 2 % of the patients in either group are summarized in Table 2 .,['任何在任何群体中的患者中报告的3级或更高级别的任何不良事件都被总结在表2中。'],任 一组 中 发生率 高于 2% 的 3 级 或 更 高级别 不良 事件 见表 2 .,0.21676105324172798,0.638888888888889
1940,a detailed summary of all adverse events of grade 3 or higher that were attributed by the treating physician to trial treatment is provided in Table S7 in the Supplementary Appendix .,['3级或更高的所有被治疗医生归因于试验治疗的不良事件的详细概述在附加附件的S7表中提供。'],治疗 医师 判定 与 试验 治疗 相关 的 所有 3 级 或 更 高级别 不良 事件 的 详细 总结 见 补充 附录 表 S7 .,0.2620257573351143,0.7037037037037037
1941,causes of death are listed in Table S6 in the Supplementary Appendix .,['死亡原因在附件中的S6表中列出。'],死亡 原因 列 在 补充 附录 表 S6 中 .,0.14247518972288326,0.9166666666666666
1942,the proportion of patients who had an adverse event of grade 3 or higher was similar in the two groups .,['患有3级或更高的副作用的患者比例在两组中相似。'],两组 中 3 级 或 更 高级别 不良 事件 的 发生率 相似 .,0.22963678870923762,0.5833333333333334
1943,"three previous trials have shown a survival advantage with one therapy over another among patients with previously untreated CLL.1,2,15","['三项以前的研究表明,在未经治疗的CLL患者中,一项治疗对另一项治疗有生存优势。']","之前 有 三项 试验 均 在 未经 治 CLL 患者 中 证明 一种 疗法 比 另 一种 疗法 具有 生存 优势 1 , 2 , 15 .",0.17298501833953692,0.75
1944,"an age of 65 years or older , history of hypertension , and history of atrial fibrillation are risk factors for the development of atrial fibrillation during ibrutinib treatment , 25 which suggests that the lower incidence of cardiac complications in the E1912 trial may be due to the younger patient population ( median age , 58 years ) relative to a pooled analysis of patients participating in other trials ( median age , 67 years ) .25","['65岁及以上的年龄,高血压史和甲状腺纤维史是甲状腺纤维治疗期间甲状腺纤维发育的风险因素,这表明,在E1912试验中,心脏并发症的发病率较低可能是由于患者人口较年轻(平均年龄,58岁)与其他试验中参与患者的集成分析(平均年龄,67岁)。']","年龄 ≥ 65 岁 , 高血压 病史 和 心房颤动 病史 是 伊布 替尼 治疗 期间 发生 心房颤动 的 危险 因素 25 , 这 提示 , E1912 试验 中较 低 的 心脏 并发症 发生率 可能 由于 与 其他 试验 的 患者 汇总 分析 ( 中位 年龄 , 67 岁 ) 相比 , E1912 试验 中 的 患者 人群 年龄 较 小 ( 中位 年龄 , 58 岁 ) 25 .",0.2414166355403574,0.7875000000000001
1945,"unexplained or unwitnessed death , which can be due to cardiac arrhythmias , was observed in only 1 patient in the E1912 trial , as compared with 11 of 361 patients ( 3 % ) treated with ibrutinib in the Alliance 041202 trial.24","['在E1912试验中,只有1名患者死亡,而在联盟 041202试验中,有11名361名患者(3%)接受ibrutinib治疗。']","E1912 试验 中仅 观察 到 1 例 不明 原因 或 无 目击者 的 死亡 , 死因 可能 是 心律失常 , 而 在 Alliance 041202 试验 中 接受 伊布 替尼 治疗 的 361 例 患者 中 , 有 11 例 ( 3% ) 不明 原因 或 无 目击者 的 死亡 24 .",0.17923747408578586,0.36363636363636365
