,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Unnamed: 0,Chinese_GPT,Dict_Acc_GPT,Terms_GPT,Correct_Terms_GPT,Human Eval Google,Human Eval M2M,Human Eval Medical M2M,Human Eval GPT
779,774,the primary efficacy analysis showed a significantly larger increase in the hemoglobin level from baseline over weeks 7 to 9 in the roxadustat group than in the placebo group ( an increase of 1.9 ± 1.2 g per deciliter vs. a decrease of 0.4 ± 0.8 g per deciliter ) .,主要疗效分析显示，与安慰剂组相比，在第 7 周至第 9 周期间，罗沙司他组的血红蛋白水平相对于基线的增幅明显更大（增加 1.9 ± 1.2 g/dL 对比减少 0.4 ± 0.8 g/dL ) 。,0.5384615384615384,"['group', 'placebo', 'decrease', 'analysis', 'baseline', 'deciliter', 'hemoglobin level', 'primary', 'efficacy', 'increase', 'roxadustat', 'over', 'to']","['group', 'placebo', 'decrease', 'analysis', 'baseline', 'roxadustat', 'to']",774,"['初级效能分析显示,在Roxadustat组的7至9周内,血球水平显著增加(每分克增加1.9 ± 1.2 克,每分克减少0.4 ± 0.8 克)。']",0.3076923076923077,"['group', 'placebo', 'decrease', 'analysis', 'baseline', 'deciliter', 'hemoglobin level', 'primary', 'efficacy', 'increase', 'roxadustat', 'over', 'to']","['group', 'decrease', 'analysis', 'efficacy']",774,主要疗效分析显示，roxadustat组患者的红细胞计数较基线上升了1.9±1.2 g/dL，而安慰剂组的红细胞计数则下降了0.4±0.8 g/dL。,0.3076923076923077,"['group', 'placebo', 'decrease', 'analysis', 'baseline', 'deciliter', 'hemoglobin level', 'primary', 'efficacy', 'increase', 'roxadustat', 'over', 'to']","['group', 'placebo', 'analysis', 'baseline']",,,,
780,775,"similarly , other hemoglobin end points , such as the percentage of patients who had a hemoglobin response ( i.e. , an increase of ≥ 1.0 g per deciliter from baseline ) or who did not receive rescue therapy , were greater in the roxadustat group than in the placebo group .",类似地，其他血红蛋白终点，例如有血红蛋白反应（即从基线增加≥1.0 g/dL）或未接受挽救治疗的患者百分比，罗沙司他组高于安慰剂组。团体 。,0.6153846153846154,"['group', 'percentage', 'placebo', 'who', 'baseline', 'hemoglobin', 'deciliter', 'therapy', 'end points', 'response', 'increase', 'roxadustat', 'rescue']","['group', 'placebo', 'baseline', 'hemoglobin', 'therapy', 'end points', 'response', 'roxadustat']",775,"['同樣,其他血球結末點,例如患有血球反應(即從基線增加 ≥ 1.0 g 每分鐘)或沒有接受救援治療的患者的比例,在Roxadustat群體中比在 placebo群體中更高。']",0.1538461538461538,"['group', 'percentage', 'placebo', 'who', 'baseline', 'hemoglobin', 'deciliter', 'therapy', 'end points', 'response', 'increase', 'roxadustat', 'rescue']","['group', 'rescue']",775,"类似地，其他血红蛋白终点，例如血红蛋白反应率（即基线上升≥1.0 g/dL的患者）或未接受救治的患者的百分比，在罗沙司他组中均高于安慰剂组。

Chinese:
类似地，其他血红蛋白终点，例如血红蛋白反应率（即基线上升≥1.0 g/dL的患者）或未接受救治的患者的百分比，在罗沙司他组中均高于安慰剂组。",0.5384615384615384,"['group', 'percentage', 'placebo', 'who', 'baseline', 'hemoglobin', 'deciliter', 'therapy', 'end points', 'response', 'increase', 'roxadustat', 'rescue']","['group', 'placebo', 'baseline', 'hemoglobin', 'end points', 'response', 'roxadustat']",,,,
781,776,"in spite of the robust erythropoiesis and the restriction of intravenous administration of iron in the roxadustat group , serum iron levels remained stable .",尽管 roxadustat 组红细胞生成旺盛且静脉注射铁剂受到限制，但血清铁水平仍保持稳定。,0.4444444444444444,"['group', 'erythropoiesis', 'administration', 'serum', 'restriction', 'intravenous', 'roxadustat', 'iron', 'and']","['group', 'erythropoiesis', 'serum', 'iron']",776,"['尽管坚固的甲状腺炎和罗克萨多斯塔特群体中的铁的内分泌限制,但血清铁的水平仍然稳定。']",0.3333333333333333,"['group', 'erythropoiesis', 'administration', 'serum', 'restriction', 'intravenous', 'roxadustat', 'iron', 'and']","['group', 'serum', 'iron']",776,尽管 Roxadustat 组的红细胞生成强壮，但血液铁水平仍保持稳定。,0.3333333333333333,"['group', 'erythropoiesis', 'administration', 'serum', 'restriction', 'intravenous', 'roxadustat', 'iron', 'and']","['group', 'erythropoiesis', 'iron']",,,,
782,777,"we found that in addition to the erythropoietic effects of roxadustat , the drug was associated with reduced levels of hepcidin and cholesterol .",我们发现除了 roxadustat 的红细胞生成作用外，该药物还与铁调素和胆固醇水平降低有关。,0.1666666666666666,"['cholesterol', 'addition', 'erythropoietic', 'associated', 'with', 'drug', 'roxadustat', 'that', 'in', 'to', 'and', 'we']","['cholesterol', 'drug']",777,"['我们发现,除了Roxadustat的勃起作用之外,该药物与低水平的肝炎和胆固醇有关。']",0.1666666666666666,"['cholesterol', 'addition', 'erythropoietic', 'associated', 'with', 'drug', 'roxadustat', 'that', 'in', 'to', 'and', 'we']","['cholesterol', 'drug']",777,我们发现除了药物罗达瑟的促进血红蛋白生成作用外，该药物还与降低肝素和胆固醇水平相关联。,0.1666666666666666,"['cholesterol', 'addition', 'erythropoietic', 'associated', 'with', 'drug', 'roxadustat', 'that', 'in', 'to', 'and', 'we']","['cholesterol', 'drug']",,,,
783,778,"we speculate that the stability of serum iron levels in the roxadustat group may have been driven by reductions in hepcidin levels , which permitted the gut absorption of iron and improved the release of macrophage iron onto transferrin.26",我们推测，roxadustat 组血清铁水平的稳定可能是由于 hepcidin 水平降低所致，这允许肠道吸收铁并促进巨噬细胞将铁释放到转铁蛋白上。 26,0.5333333333333333,"['group', 'gut', 'absorption', 'macrophage', 'release', 'serum', 'roxadustat', 'iron', 'stability', 'have', 'that', 'in', 'by', 'and', 'we']","['group', 'gut', 'absorption', 'macrophage', 'release', 'serum', 'iron', 'by']",778,"['我们猜测,罗克萨德斯塔特群体的血清铁水平的稳定性可能被肝素水平的下降所驱动,这使得肠道吸收铁,并改善转移铁的释放。']",0.4666666666666667,"['group', 'gut', 'absorption', 'macrophage', 'release', 'serum', 'roxadustat', 'iron', 'stability', 'have', 'that', 'in', 'by', 'and', 'we']","['group', 'gut', 'absorption', 'release', 'serum', 'iron', 'stability']",778,我们推测罗莎达斯特组中血清铁水平的稳定性可能是由血清肝铁蛋白水平的降低所驱动的，这样可以促进肠道铁的吸收并改善巨噬细胞铁转移到转铁蛋白上的释放。26,0.6,"['group', 'gut', 'absorption', 'macrophage', 'release', 'serum', 'roxadustat', 'iron', 'stability', 'have', 'that', 'in', 'by', 'and', 'we']","['group', 'gut', 'absorption', 'macrophage', 'release', 'serum', 'iron', 'stability', 'by']",,,,
784,779,"previous studies involving patients with chronic kidney disease who were not undergoing dialysis have shown that roxadustat increased hemoglobin levels with stable serum iron levels , despite robust erythropoiesis in the absence of intravenous administration of iron.23,25","先前对未接受透析的慢性肾病患者的研究表明，尽管在没有静脉注射铁剂的情况下红细胞生成旺盛，罗沙司他仍可增加血红蛋白水平和稳定的血清铁水平。 23,25",0.5555555555555556,"['dialysis', 'erythropoiesis', 'kidney', 'disease', 'who', 'hemoglobin', 'administration', 'previous', 'serum', 'chronic', 'absence', 'intravenous', 'with', 'despite', 'roxadustat', 'iron', 'have', 'that']","['dialysis', 'erythropoiesis', 'kidney', 'disease', 'hemoglobin', 'serum', 'chronic', 'roxadustat', 'iron', 'have']",779,"['以前的研究涉及患有慢性肾脏疾病的患者,他们没有接受诊断,发现Roxadustat增加了血球水平与稳定的血清铁水平,尽管在缺乏血管内铁的强度勃起。']",0.4444444444444444,"['dialysis', 'erythropoiesis', 'kidney', 'disease', 'who', 'hemoglobin', 'administration', 'previous', 'serum', 'chronic', 'absence', 'intravenous', 'with', 'despite', 'roxadustat', 'iron', 'have', 'that']","['kidney', 'disease', 'previous', 'serum', 'chronic', 'absence', 'iron', 'have']",779,"过去涉及未接受透析的慢性肾脏病患者的研究表明，即使在没有静脉注射铁的情况下，肌苷也能使血红蛋白水平升高，同时血清铁水平稳定。23,25",0.4444444444444444,"['dialysis', 'erythropoiesis', 'kidney', 'disease', 'who', 'hemoglobin', 'administration', 'previous', 'serum', 'chronic', 'absence', 'intravenous', 'with', 'despite', 'roxadustat', 'iron', 'have', 'that']","['dialysis', 'kidney', 'disease', 'hemoglobin', 'serum', 'chronic', 'iron', 'have']",,,,
785,780,"in our trial , initial measures of iron suggested adequate baseline iron stores in only half the patients .",在我们的试验中，铁的初步测量表明只有一半的患者有足够的基线铁储存。,0.7142857142857143,"['baseline', 'half', 'initial', 'trial', 'adequate', 'iron', 'stores']","['baseline', 'half', 'initial', 'adequate', 'iron']",780,"['在我们的研究中,铁的初步测量表明,只有半数患者有足够的基铁仓库。']",0.5714285714285714,"['baseline', 'half', 'initial', 'trial', 'adequate', 'iron', 'stores']","['half', 'initial', 'adequate', 'iron']",780,在我们的试验中，铁的初始测量结果只有半数病人的铁储备足够充足。,0.4285714285714285,"['baseline', 'half', 'initial', 'trial', 'adequate', 'iron', 'stores']","['half', 'initial', 'iron']",,,,
786,781,"despite the absolute need for iron for erythropoiesis , roxadustat therapy corrected anemia and maintained hemoglobin levels in spite of lower transferrin saturation and progressive reduction in ferritin levels with only oral iron in moderate doses .",尽管红细胞生成绝对需要铁，但罗沙司他疗法纠正了贫血并维持了血红蛋白水平，尽管转铁蛋白饱和度较低，铁蛋白水平逐渐降低，仅口服中等剂量的铁。,0.6,"['anemia', 'erythropoiesis', 'ferritin', 'transferrin', 'need', 'hemoglobin', 'oral', 'absolute', 'reduction', 'progressive', 'moderate', 'lower', 'therapy', 'saturation', 'with', 'despite', 'roxadustat', 'iron', 'and', 'corrected']","['anemia', 'erythropoiesis', 'ferritin', 'transferrin', 'need', 'hemoglobin', 'absolute', 'reduction', 'therapy', 'saturation', 'roxadustat', 'iron']",781,"['尽管对甲状腺炎的铁的绝对需要,但Roxadustat治疗修复了贫血和维持了血球水平,尽管过渡素的饱和度较低,并且费里丁水平的逐步下降,只有适度剂量的口腔铁。']",0.3,"['anemia', 'erythropoiesis', 'ferritin', 'transferrin', 'need', 'hemoglobin', 'oral', 'absolute', 'reduction', 'progressive', 'moderate', 'lower', 'therapy', 'saturation', 'with', 'despite', 'roxadustat', 'iron', 'and', 'corrected']","['anemia', 'need', 'absolute', 'therapy', 'saturation', 'iron']",781,尽管需要铁来促进血红蛋白的生成，但瑞达达斯治疗可以纠正贫血，并维持血红蛋白水平，尽管转铁蛋白饱和度较低，红细胞增多素水平逐渐降低，只需要适量口服铁。,0.45,"['anemia', 'erythropoiesis', 'ferritin', 'transferrin', 'need', 'hemoglobin', 'oral', 'absolute', 'reduction', 'progressive', 'moderate', 'lower', 'therapy', 'saturation', 'with', 'despite', 'roxadustat', 'iron', 'and', 'corrected']","['anemia', 'ferritin', 'transferrin', 'need', 'hemoglobin', 'reduction', 'therapy', 'saturation', 'iron']",,,,
787,782,"serum iron , the more important component of the plasma iron content , can remain constant or increase even if the level of carrier protein increases .",血清铁是血浆铁含量中更重要的组成部分，即使载体蛋白水平升高，它也可以保持不变或升高。,0.6,"['component', 'carrier protein', 'plasma', 'content', 'serum', 'constant', 'increases', 'level', 'iron', 'if']","['carrier protein', 'plasma', 'content', 'serum', 'level', 'iron']",782,"['血清铁,血清铁含量最重要的组成部分,可以保持稳定或增加,即使携带蛋白质的水平增加。']",0.4,"['component', 'carrier protein', 'plasma', 'content', 'serum', 'constant', 'increases', 'level', 'iron', 'if']","['content', 'serum', 'level', 'iron']",782,血清铁是血浆铁含量中更重要的组成部分，即使载蛋白水平升高，血清铁水平也可能保持不变或增加。,0.5,"['component', 'carrier protein', 'plasma', 'content', 'serum', 'constant', 'increases', 'level', 'iron', 'if']","['plasma', 'content', 'serum', 'level', 'iron']",,,,
788,783,"in this trial and in the phase 2 studies of roxadustat , 25 transferrin levels increased in patients receiving roxadustat but not in those receiving placebo .",在该试验和 roxadustat 的 2 期研究中，25 转铁蛋白水平在接受 roxadustat 的患者中增加，但在接受安慰剂的患者中没有增加。,0.5555555555555556,"['placebo', 'transferrin', 'phase', '2', 'trial', 'roxadustat', 'this', 'but', 'and']","['placebo', 'transferrin', 'phase', '2', 'but']",783,"['在这项研究和Roxadustat的第二阶段研究中,在Roxadustat患者中,25个转移素水平增加,但不适用于 placebo患者。']",0.3333333333333333,"['placebo', 'transferrin', 'phase', '2', 'trial', 'roxadustat', 'this', 'but', 'and']","['phase', '2', 'but']",783,在这项试验和罗达司特的二期研究中，接受罗达司特治疗的患者转铁蛋白水平增加，而接受安慰剂治疗的患者转铁蛋白水平没有显著变化。,0.5555555555555556,"['placebo', 'transferrin', 'phase', '2', 'trial', 'roxadustat', 'this', 'but', 'and']","['placebo', 'transferrin', 'phase', 'but', 'and']",,,,
789,784,this increase is probably a direct effect of the stabilization in the HIF level by roxadustat .,这种增加可能是 roxadustat 稳定 HIF 水平的直接影响。,0.5,"['stabilization', 'effect', 'level', 'increase', 'direct', 'roxadustat', 'this', 'by']","['stabilization', 'level', 'direct', 'this']",784,['这种增加可能是Roxadustat在HIF水平的稳定性的直接影响。'],0.5,"['stabilization', 'effect', 'level', 'increase', 'direct', 'roxadustat', 'this', 'by']","['stabilization', 'level', 'direct', 'this']",784,这一增加可能是罗达斯塔特调节血红蛋白水平的直接效果。,0.5,"['stabilization', 'effect', 'level', 'increase', 'direct', 'roxadustat', 'this', 'by']","['effect', 'level', 'direct', 'this']",,,,
790,785,serum hepcidin levels were reduced in the patients who received roxadustat .,接受罗沙司他治疗的患者血清铁调素水平降低。,0.5,"['who', 'serum', 'roxadustat', 'in']","['serum', 'roxadustat']",785,['血清 hepcidin 水平在接受 roxadustat 的患者中降低。'],0.25,"['who', 'serum', 'roxadustat', 'in']",['serum'],785,病人在接受瑞达斯特治疗后，血清肝铁蛋白水平下降。,0.25,"['who', 'serum', 'roxadustat', 'in']",['serum'],,,,
791,786,maintenance of total serum iron levels permits adequate iron delivery and avoidance of functional iron deficiency .,维持血清总铁水平可以提供足够的铁并避免功能性缺铁。,0.4444444444444444,"['iron deficiency', 'functional', 'total', 'delivery', 'serum', 'adequate', 'avoidance', 'maintenance', 'and']","['iron deficiency', 'serum', 'adequate', 'maintenance']",786,"['保持整体血清铁水平,可提供适当的铁供应,避免功能铁缺乏。']",0.3333333333333333,"['iron deficiency', 'functional', 'total', 'delivery', 'serum', 'adequate', 'avoidance', 'maintenance', 'and']","['iron deficiency', 'serum', 'adequate']",786,维持血清总铁水平可以保证充足的铁输送并避免功能性铁缺乏。,0.3333333333333333,"['iron deficiency', 'functional', 'total', 'delivery', 'serum', 'adequate', 'avoidance', 'maintenance', 'and']","['iron deficiency', 'serum', 'maintenance']",,,,
792,787,this factor may indicate the need to reconsider the threshold of iron measures below which patients are considered to have iron depletion in order to determine which level will be most useful if HIF prolyl hydroxylase inhibitors become clinically available in the future .,这一因素可能表明需要重新考虑铁测量的阈值，低于该阈值的患者被认为铁耗竭，以确定如果 HIF 脯氨酰羟化酶抑制剂在未来临床上可用，哪个水平最有用。,0.5882352941176471,"['depletion', 'threshold', 'prolyl', 'need', 'factor', 'hydroxylase', 'indicate', 'available', 'level', 'will', 'iron', 'have', 'this', 'if', 'in order to', 'become', 'determine']","['depletion', 'threshold', 'prolyl', 'need', 'factor', 'hydroxylase', 'level', 'iron', 'have', 'in order to']",787,"['这种因素可能表明需要重新考虑患者被认为患有铁衰竭的铁措施的边界,以确定如果HIF prolyl hydroxylase 抑制剂在未来临床上可用,该水平将是最有用的。']",0.4117647058823529,"['depletion', 'threshold', 'prolyl', 'need', 'factor', 'hydroxylase', 'indicate', 'available', 'level', 'will', 'iron', 'have', 'this', 'if', 'in order to', 'become', 'determine']","['need', 'factor', 'level', 'iron', 'have', 'this', 'in order to']",787,这个因素可能表明需要重新考虑铁措施的阈值，低于该阈值的患者被认为患有铁耗竭，以便确定未来如果HIF丙二醛水解酶抑制剂获得临床应用时将会最有用的水平。,0.4705882352941176,"['depletion', 'threshold', 'prolyl', 'need', 'factor', 'hydroxylase', 'indicate', 'available', 'level', 'will', 'iron', 'have', 'this', 'if', 'in order to', 'become', 'determine']","['depletion', 'threshold', 'need', 'factor', 'level', 'iron', 'have', 'in order to']",,,,
